t,x,y
650118,720,272
650121,432,400
650121,448,464
650121,512,656
650121,592,688
650124,384,368
650124,480,480
650124,480,512
650124,496,400
650124,496,464
650124,528,384
650124,560,592
650124,576,368
650124,576,560
650124,640,176
650127,272,224
650127,272,384
650127,336,336
650127,416,368
650130,336,368
650130,496,416
650130,512,608
650130,528,480
650130,544,432
650130,544,544
650130,560,608
650130,640,144
650133,432,416
650133,480,464
650133,528,480
650133,672,160
650136,512,640
650136,544,400
650136,704,144
650139,512,528
650139,512,544
650139,528,656
650139,560,528
650139,576,592
650139,688,128
650139,736,240
650139,768,224
650142,224,128
650142,240,384
650142,336,304
650142,416,384
650142,464,576
650142,464,608
650142,480,480
650142,496,672
650142,560,416
650142,560,656
650142,592,688
650142,624,176
650142,656,144
650142,688,272
650142,704,192
650145,416,368
650145,432,400
650145,464,624
650145,480,416
650145,480,608
650145,528,496
650145,576,544
650145,576,640
650145,624,176
650145,688,256
650148,320,368
650148,336,384
650148,400,400
650148,496,512
650148,528,624
650148,528,640
650148,592,416
650151,640,288
650151,688,256
650151,704,192
650151,720,192
650154,304,336
650154,464,512
650154,528,656
650154,576,704
650154,624,272
650154,656,176
650154,704,144
650154,720,224
650157,256,352
650157,272,240
650157,496,656
650157,512,560
650157,528,656
650157,576,672
650157,576,720
650157,624,176
650157,624,272
650157,656,176
650157,736,272
650157,752,224
650160,208,128
650160,288,288
650160,368,352
650160,464,464
650163,480,544
650163,656,208
650163,736,224
650163,752,192
650166,528,400
650169,144,384
650169,240,256
650169,688,288
650172,176,112
650172,496,576
650172,528,576
650172,640,160
650172,672,256
650172,720,176
650172,720,256
650175,352,368
650175,480,512
650175,512,512
650178,176,288
650178,464,576
650178,496,432
650178,512,416
650178,576,592
650178,640,256
650181,176,208
650181,512,496
650181,592,368
650181,656,240
650181,672,160
650181,736,160
650184,224,144
650184,480,608
650184,528,608
650184,544,592
650184,640,240
650184,672,240
650184,736,176
650187,224,240
650187,224,288
650187,240,352
650187,576,640
650187,704,272
650190,512,432
650190,528,656
650190,576,720
650190,656,144
650190,672,128
650190,688,192
650190,768,224
650193,80,256
650193,464,496
650193,544,640
650193,560,368
650193,640,144
650193,688,288
650193,704,240
650193,720,800
650193,736,256
650196,192,272
650196,512,656
650196,544,544
650196,560,624
650196,592,704
650196,640,112
650196,704,144
650199,480,528
650199,496,624
650199,496,672
650199,544,528
650199,544,688
650199,592,368
650199,800,768
650202,528,688
650205,160,304
650205,560,512
650205,656,272
650205,688,224
650205,688,768
650205,768,784
650208,544,416
650208,560,672
650208,576,640
650208,672,144
650208,672,768
650208,736,800
650211,544,704
650211,560,592
650211,624,288
650214,96,352
650214,272,288
650214,544,544
650214,560,704
650214,624,128
650214,736,256
650217,224,368
650217,576,368
650220,560,640
650220,576,640
650220,592,704
650226,496,448
650226,784,816
650229,576,672
650232,128,368
650232,496,608
650232,528,384
650232,576,576
650235,624,224
650235,640,128
650238,144,336
650238,736,240
650241,144,128
650241,224,96
650241,544,592
650241,688,192
650244,576,592
650250,576,512
650250,672,800
650253,688,160
650259,688,192
650262,720,800
650265,576,608
650265,720,208
650271,672,160
650274,736,784
650277,576,608
650280,736,240
650283,816,784
650292,528,512
650304,528,688
650304,560,608
650304,576,672
650313,512,672
650313,704,768
650313,752,784
650313,768,832
650319,112,416
650334,640,192
650337,592,720
650340,160,128
650349,800,864
650364,848,816
650385,112,208
650412,112,208
650418,96,272
650436,160,160
650439,160,144
650439,320,336
650445,192,96
650448,272,192
650451,16,544
650451,192,176
650454,160,112
650457,176,96
650460,48,432
650460,96,224
650463,704,144
650466,64,416
650466,768,208
650472,112,256
650472,128,192
650478,96,256
650481,96,240
650481,96,336
650481,192,112
650487,224,112
650499,144,128
650499,208,112
650502,144,176
650508,144,144
650523,112,240
650538,160,128
650544,448,416
650568,192,112
650604,192,128
650610,144,384
650640,224,112
650643,112,240
650694,656,144
650721,256,112
650727,112,224
650727,160,112
650727,176,96
650730,96,224
650733,112,288
650739,192,144
650742,160,144
650742,176,320
650742,208,96
650748,16,480
650748,80,288
650751,176,320
650754,96,368
650757,80,448
650760,96,256
650760,160,240
650760,160,320
650763,48,448
650766,176,384
650769,16,544
650769,96,256
650769,112,336
650775,80,368
650775,112,288
650775,272,128
650778,160,416
650784,64,480
650784,80,272
650784,80,400
650787,48,464
650790,32,464
650790,96,448
650790,128,192
650790,144,368
650790,208,128
650793,0,512
650793,16,544
650793,144,320
650796,32,496
650796,80,400
650796,96,336
650796,144,336
650799,80,464
650799,112,208
650802,0,544
650802,112,464
650802,128,448
650805,48,544
650805,176,112
650811,16,480
650814,160,144
650817,336,448
650820,32,496
650820,128,224
650823,80,496
650835,624,160
650847,128,256
650868,496,592
650868,528,416
650874,16,496
650880,16,528
650883,0,528
650883,48,432
650892,80,320
650895,32,432
650904,496,656
650907,48,464
650907,48,512
650907,496,640
650910,48,512
650910,64,416
650913,32,528
650913,96,416
650913,496,608
650943,144,128
650946,496,576
650949,16,480
650949,544,608
650952,96,288
650952,112,256
650955,96,336
650958,0,480
650958,224,112
650961,128,304
650961,544,688
650970,128,224
650970,208,224
650973,16,480
650973,80,400
650973,80,416
650973,160,288
650973,304,384
650976,16,528
650976,64,464
650976,80,400
650976,80,480
650976,176,368
650976,192,384
650976,544,704
650979,16,496
650979,32,496
650979,80,288
650979,128,400
650979,160,288
650979,240,112
650982,160,352
650982,208,336
650985,48,448
650985,48,480
650985,64,528
650985,80,464
650985,176,384
650985,272,304
650988,80,416
650988,96,464
650988,144,368
650988,176,336
650988,192,384
650991,160,256
650991,224,224
650991,256,112
650994,176,384
650994,192,240
650994,192,336
650994,224,224
650994,224,336
650997,80,464
650997,240,256
651000,64,416
651000,80,400
651000,80,496
651003,96,384
651003,208,352
651003,224,336
651006,80,320
651006,112,368
651006,128,400
651006,192,272
651006,240,352
651006,512,672
651009,96,352
651009,96,480
651009,208,336
651009,256,368
651009,272,208
651009,288,224
651009,288,352
651009,336,352
651012,64,448
651012,80,256
651012,96,496
651012,112,224
651012,112,272
651012,128,384
651012,256,384
651012,352,384
651015,0,496
651015,16,464
651015,32,464
651015,64,528
651015,112,368
651015,112,416
651015,112,432
651015,288,336
651015,352,352
651018,32,432
651018,80,352
651018,288,224
651018,304,352
651018,720,800
651018,768,768
651021,32,512
651021,80,384
651021,96,448
651021,128,352
651021,128,400
651021,160,320
651021,176,288
651021,224,272
651021,224,288
651021,288,240
651021,656,784
651024,48,480
651024,80,416
651024,80,512
651024,160,256
651024,160,336
651024,176,336
651024,176,368
651024,208,336
651024,208,384
651024,336,320
651024,592,720
651024,688,208
651027,192,256
651027,208,288
651027,256,336
651030,16,496
651030,16,528
651030,32,464
651030,128,288
651030,192,192
651030,192,336
651030,192,384
651033,64,432
651033,80,416
651033,80,512
651033,176,288
651033,208,384
651033,304,256
651033,784,848
651036,48,528
651036,176,192
651036,240,352
651036,272,192
651036,288,336
651036,320,288
651039,176,240
651039,176,352
651039,224,368
651042,48,512
651042,80,496
651042,144,288
651042,176,368
651042,224,272
651042,288,352
651045,128,304
651045,160,368
651045,208,208
651045,208,256
651045,224,224
651045,240,368
651045,256,352
651045,304,368
651045,528,576
651048,48,512
651048,80,416
651048,96,432
651048,128,384
651048,160,384
651048,192,304
651048,208,304
651048,224,192
651048,224,320
651048,256,224
651051,0,528
651051,80,512
651051,128,304
651051,128,400
651051,224,384
651051,256,384
651051,272,336
651051,352,384
651051,432,400
651051,464,384
651054,48,448
651054,144,240
651054,304,320
651057,96,336
651057,160,320
651057,224,128
651057,256,224
651057,288,144
651057,336,320
651060,48,528
651060,64,448
651060,80,272
651060,96,400
651060,96,448
651060,144,352
651060,320,320
651060,320,352
651060,464,592
651063,64,512
651063,144,240
651063,240,320
651066,160,160
651066,160,368
651066,176,304
651066,224,256
651066,256,176
651066,256,320
651066,480,464
651066,496,624
651069,96,352
651069,112,256
651069,144,192
651069,240,320
651069,464,624
651072,64,496
651072,128,368
651072,144,160
651075,144,272
651075,208,112
651078,96,448
651078,112,304
651078,304,304
651078,336,384
651078,464,560
651081,224,384
651081,416,400
651084,160,352
651084,384,384
651087,144,288
651090,240,288
651093,144,224
651093,240,320
651099,160,336
651099,288,368
651099,432,400
651099,464,608
651102,368,368
651126,112,256
651126,240,192
651126,528,528
651126,560,672
651138,480,528
651138,512,512
651141,512,576
651144,16,528
651144,496,608
651147,1008,688
651150,64,384
651150,544,656
651150,560,560
651150,592,688
651153,512,624
651153,560,512
651153,560,672
651156,464,368
651156,480,576
651156,528,608
651156,544,544
651156,544,560
651156,560,528
651159,464,608
651159,496,496
651159,512,624
651159,512,640
651159,528,544
651159,592,672
651162,640,768
651162,736,240
651165,512,640
651165,512,672
651168,480,624
651168,592,688
651171,480,608
651174,528,608
651174,528,688
651174,592,720
651177,512,672
651180,496,624
651180,528,656
651180,704,768
651183,576,656
651183,752,800
651183,784,768
651183,784,832
651186,560,576
651189,528,608
651189,560,592
651189,560,704
651189,672,784
651192,576,688
651192,704,768
651195,464,496
651195,528,544
651195,592,720
651198,528,592
651201,576,624
651201,576,640
651204,512,608
651204,512,656
651204,528,576
651207,496,512
651213,592,672
651213,720,768
651216,832,784
651222,416,368
651231,784,208
651234,496,640
651285,224,192
651318,160,352
651339,112,368
651339,288,192
651354,112,352
651372,160,352
651375,768,784
651393,592,384
651432,752,816
651435,176,320
651468,288,256
651471,448,544
651507,224,352
651522,144,384
651531,992,736
651534,304,304
651567,48,480
651600,1072,704
651603,656,224
651606,704,224
651615,672,224
651642,736,208
651651,288,176
651651,752,176
651660,480,592
651693,688,240
651717,560,688
651729,576,704
651783,224,176
651798,224,368
651810,304,288
651825,576,576
651834,512,368
651861,144,224
652017,192,384
652029,784,208
652044,128,192
652068,208,368
652206,640,176
652212,640,192
652212,656,192
652227,656,208
652242,704,240
652245,720,208
652251,64,480
652260,512,656
652260,640,192
652263,720,224
652266,640,160
652272,704,176
652272,736,160
652281,288,272
652284,528,576
652287,656,112
652296,640,256
652362,112,336
652392,720,224
652401,640,256
652422,624,240
652437,640,192
652440,736,240
652446,464,384
652446,672,240
652446,720,208
652452,640,176
652452,640,240
652461,752,240
652464,544,384
652488,672,160
652497,848,768
652500,1088,672
652506,592,416
652509,672,160
652518,16,496
652521,656,240
652536,640,288
652542,704,176
652545,224,256
652545,704,144
652569,784,192
652590,736,256
652650,0,544
652653,160,240
652665,512,384
652665,656,176
652695,1056,656
652725,784,816
652731,528,688
652734,64,384
652758,1040,720
652758,1040,736
652764,1088,688
652770,1072,672
652782,1008,704
652788,64,480
652791,1024,672
652794,1088,672
652833,1024,704
652833,1088,704
652845,1072,640
652848,1024,704
652851,1040,656
652857,496,672
652857,1088,688
652893,528,560
652902,688,192
652977,1024,736
652980,848,816
652983,784,784
652986,32,448
652986,48,416
652986,96,224
652986,144,336
652989,32,528
652989,720,768
652992,16,512
652995,224,336
652998,32,496
652998,192,352
653001,96,432
653001,128,208
653004,96,480
653004,128,368
653007,96,464
653010,112,336
653010,208,384
653013,80,288
653013,96,352
653013,112,272
653013,160,272
653013,176,368
653013,192,368
653016,80,432
653016,112,288
653016,208,256
653016,224,384
653019,96,400
653019,144,288
653019,176,352
653019,176,384
653019,240,288
653022,80,256
653022,112,416
653022,176,192
653022,224,336
653022,288,384
653022,320,304
653025,96,336
653025,96,432
653025,128,400
653025,160,192
653025,256,224
653025,288,320
653028,96,368
653028,112,416
653028,144,288
653028,176,272
653028,208,304
653028,224,368
653028,272,352
653028,320,352
653031,48,416
653031,112,336
653031,176,272
653031,176,368
653031,272,304
653031,288,208
653031,288,336
653031,864,768
653034,80,400
653034,240,160
653034,464,416
653034,512,608
653037,560,544
653040,112,240
653040,512,512
653043,144,400
653043,208,208
653043,576,528
653046,112,320
653046,144,240
653046,160,144
653046,192,224
653046,496,384
653046,688,784
653049,464,480
653049,704,784
653052,288,320
653052,496,496
653052,1040,656
653055,208,368
653055,512,384
653058,480,624
653058,544,528
653061,208,304
653061,272,288
653061,288,272
653061,512,624
653061,544,480
653064,0,512
653064,80,496
653064,560,624
653067,480,560
653067,496,480
653067,640,160
653070,80,480
653070,400,368
653070,464,528
653070,480,432
653073,368,384
653073,496,464
653073,544,544
653073,560,656
653073,576,480
653076,304,336
653076,480,432
653076,480,544
653076,512,528
653076,544,496
653079,64,432
653079,1008,736
653079,1072,656
653082,48,528
653082,208,336
653082,480,400
653082,496,384
653082,496,496
653082,544,656
653082,544,672
653085,192,352
653085,544,560
653088,80,320
653091,480,544
653091,560,544
653091,656,288
653094,48,464
653094,512,448
653094,512,576
653094,592,416
653097,144,368
653097,512,448
653097,560,400
653097,640,208
653100,96,368
653100,544,480
653100,736,256
653103,272,160
653103,448,384
653103,496,592
653103,560,448
653103,592,400
653103,672,208
653103,864,800
653106,512,528
653106,624,208
653106,688,224
653106,736,256
653109,464,448
653109,496,480
653109,640,288
653112,208,176
653112,256,336
653112,528,400
653112,560,464
653115,448,384
653115,512,400
653115,544,576
653118,544,544
653118,1056,688
653121,480,480
653121,512,464
653121,624,288
653121,656,240
653121,768,224
653124,496,576
653124,560,464
653124,560,512
653124,1008,704
653127,224,272
653127,528,496
653127,560,432
653127,576,464
653127,640,288
653127,720,272
653127,864,768
653127,1088,704
653130,512,416
653130,544,656
653133,528,384
653136,528,368
653136,576,608
653139,512,368
653139,560,368
653139,560,576
653142,528,544
653145,544,464
653145,688,128
653145,1008,704
653151,528,560
653151,576,464
653154,1088,704
653157,496,528
653166,816,832
653169,688,208
653172,656,288
653172,1072,656
653175,768,800
653181,496,640
653184,544,416
653187,544,496
653187,560,432
653187,560,528
653190,544,496
653193,1024,704
653193,1040,720
653193,1088,704
653196,496,528
653202,496,448
653205,224,192
653205,1008,688
653208,480,448
653211,752,784
653214,512,496
653220,544,432
653223,560,416
653226,528,592
653226,560,464
653226,560,624
653229,512,432
653229,528,592
653232,560,480
653235,784,832
653238,784,800
653238,1024,704
653241,720,784
653241,736,800
653244,672,800
653244,736,800
653244,752,784
653244,816,832
653244,832,768
653244,832,848
653247,720,768
653250,688,800
653253,1024,672
653253,1024,720
653253,1040,720
653256,544,496
653256,1056,640
653268,1040,736
653277,1024,672
653277,1040,736
653280,816,848
653280,1072,656
653292,1024,688
653292,1040,672
653295,1088,672
653298,752,816
653298,992,736
653298,1040,736
653301,640,768
653301,992,736
653301,1024,688
653304,528,512
653304,1040,720
653307,656,784
653307,704,800
653307,1056,672
653310,800,832
653313,48,512
653313,320,352
653313,1008,720
653316,1024,720
653316,1072,704
653319,672,800
653319,1008,736
653319,1040,656
653319,1072,704
653322,1040,720
653322,1072,688
653325,800,816
653325,1040,688
653328,1024,720
653331,704,768
653331,832,800
653334,1088,704
653337,832,800
653340,816,848
653343,784,800
653346,304,256
653346,832,800
653352,672,800
653355,736,784
653358,640,768
653358,1040,720
653361,688,784
653364,832,816
653364,848,800
653367,768,800
653367,1024,720
653373,800,832
653376,816,784
653376,848,800
653385,688,784
653385,832,768
653388,704,800
653394,112,384
653397,736,800
653397,832,832
653397,1088,704
653400,496,624
653400,640,240
653400,1056,688
653403,800,784
653403,1056,640
653406,1040,672
653406,1056,688
653439,1056,672
653457,784,816
653457,816,864
653466,256,128
653469,800,784
653472,688,768
653481,704,784
653481,784,816
653499,800,832
653502,160,256
653505,704,800
653526,160,128
653532,288,272
653547,496,640
653568,480,416
653622,496,432
653694,656,256
653727,1056,672
653754,176,240
653760,224,208
653790,224,240
653823,800,800
653850,96,448
653871,112,368
653886,448,464
653889,32,512
653889,176,352
653898,0,496
653910,0,480
653922,96,432
653925,0,512
653925,144,224
653931,48,448
653946,80,480
653949,80,496
653952,80,496
653955,0,496
653964,64,480
653970,64,400
653973,48,512
653973,48,528
653982,48,528
653982,96,496
653982,288,256
653985,512,672
653988,560,464
653991,96,496
653997,272,176
654048,560,368
654063,464,512
654078,144,160
654093,704,144
654102,304,272
654102,640,256
654105,576,512
654108,688,144
654117,720,160
654120,176,128
654123,672,128
654126,624,160
654129,640,144
654129,640,160
654129,768,240
654132,640,128
654138,688,128
654138,720,272
654141,624,192
654141,672,144
654144,672,192
654147,672,176
654150,704,272
654153,208,144
654156,640,144
654159,784,224
654162,688,128
654162,720,160
654165,640,176
654165,688,272
654165,752,192
654168,640,144
654168,656,240
654168,672,288
654174,736,208
654174,768,192
654180,592,368
654180,624,240
654180,672,176
654180,704,208
654180,736,192
654183,656,240
654186,624,224
654186,688,144
654186,720,224
654189,560,384
654189,576,480
654189,656,192
654189,656,208
654189,752,256
654192,624,256
654192,688,176
654192,704,272
654192,752,240
654195,560,432
654195,624,272
654195,672,208
654195,688,224
654195,736,192
654195,752,192
654198,480,400
654198,656,272
654198,736,240
654201,624,192
654201,720,192
654204,624,256
654204,640,144
654204,640,272
654204,656,144
654204,656,192
654204,656,208
654204,672,288
654204,704,224
654207,480,400
654207,592,368
654207,656,160
654207,672,192
654207,688,240
654210,544,448
654210,768,240
654213,512,432
654213,688,272
654213,720,256
654216,512,368
654216,560,416
654216,592,432
654216,624,144
654216,720,160
654219,288,224
654219,480,608
654222,288,224
654222,576,400
654222,576,560
654222,624,256
654222,688,224
654225,272,224
654225,304,224
654225,368,368
654225,512,496
654225,544,416
654225,656,176
654225,656,240
654225,720,256
654228,256,144
654228,288,240
654228,304,176
654228,448,416
654228,528,416
654231,288,160
654231,464,400
654231,624,288
654258,208,144
654258,432,400
654258,464,400
654258,512,576
654258,736,240
654261,256,208
654261,304,240
654261,400,384
654261,576,368
654261,704,256
654264,160,144
654264,288,208
654264,320,368
654264,448,464
654267,208,176
654267,256,112
654267,384,368
654267,464,576
654267,480,416
654267,480,464
654267,496,480
654267,512,432
654267,528,496
654267,576,448
654267,624,144
654267,736,208
654267,832,816
654270,256,144
654270,464,368
654270,496,576
654270,560,416
654270,560,496
654270,720,272
654270,784,224
654273,224,96
654273,464,496
654273,464,608
654273,544,688
654273,688,288
654276,272,256
654276,352,352
654276,464,576
654276,512,480
654276,544,592
654276,656,784
654279,240,160
654279,304,192
654279,464,576
654279,464,608
654279,544,576
654279,592,688
654282,224,224
654282,304,208
654282,464,464
654282,512,512
654282,528,480
654282,592,688
654285,272,160
654285,304,240
654285,320,288
654285,320,384
654285,464,544
654285,496,576
654285,528,624
654288,176,240
654288,192,208
654288,208,128
654288,208,288
654288,224,336
654288,256,128
654288,256,224
654288,272,224
654288,336,384
654288,512,416
654288,544,640
654288,560,592
654288,656,144
654288,672,240
654288,752,224
654291,240,336
654291,320,368
654291,416,400
654291,544,608
654291,560,464
654291,560,592
654291,576,368
654294,128,176
654294,272,352
654294,304,256
654294,304,352
654294,688,192
654294,688,256
654297,160,192
654297,224,304
654297,256,144
654297,288,288
654297,336,320
654297,496,496
654297,496,560
654297,512,560
654297,512,576
654297,544,528
654297,656,208
654300,192,336
654300,208,208
654300,208,256
654300,272,208
654300,288,320
654300,560,624
654300,736,160
654303,304,368
654303,352,320
654303,368,352
654303,464,576
654303,512,592
654303,576,368
654303,672,240
654309,112,272
654309,208,320
654309,352,384
654309,464,624
654309,496,640
654309,512,592
654309,512,608
654309,560,688
654309,656,160
654309,688,144
654312,160,176
654312,192,368
654312,256,128
654312,304,224
654312,352,336
654312,496,672
654312,512,560
654312,528,624
654312,560,400
654312,560,672
654312,624,144
654315,176,352
654315,208,320
654315,256,272
654315,480,640
654315,544,592
654315,592,672
654318,160,208
654318,208,288
654318,240,224
654318,464,608
654318,496,672
654318,592,432
654318,688,176
654321,208,352
654321,224,224
654321,240,112
654321,288,272
654321,464,496
654321,464,608
654321,464,624
654321,480,544
654321,512,576
654321,528,608
654321,528,640
654321,544,672
654321,576,480
654324,224,368
654324,256,320
654324,256,384
654324,480,480
654324,592,368
654327,176,336
654327,192,144
654327,464,448
654327,528,560
654327,544,416
654327,544,560
654327,544,624
654327,544,672
654327,560,464
654327,576,720
654327,720,256
654330,176,144
654330,224,240
654330,240,96
654330,256,336
654330,272,208
654330,320,384
654330,496,656
654330,544,688
654330,560,544
654330,720,224
654333,192,320
654333,240,224
654333,336,320
654333,480,400
654333,512,608
654333,576,544
654333,656,240
654333,720,192
654336,224,128
654336,496,672
654336,544,464
654336,544,624
654336,560,368
654336,576,368
654336,736,176
654339,160,256
654339,192,192
654339,208,144
654339,224,352
654339,560,592
654339,560,624
654339,736,224
654339,736,240
654342,144,304
654342,304,368
654342,448,480
654342,464,608
654342,544,688
654342,688,144
654342,720,224
654345,496,384
654345,496,512
654345,496,576
654345,496,656
654345,528,624
654345,544,576
654345,560,544
654348,96,448
654348,112,416
654348,128,240
654348,224,256
654348,240,240
654348,256,240
654348,352,352
654348,416,368
654348,464,624
654348,496,560
654348,640,112
654348,656,112
654348,688,208
654348,752,176
654351,128,320
654351,192,320
654351,224,320
654351,272,272
654351,528,368
654351,560,416
654351,720,240
654351,736,240
654354,496,656
654354,528,624
654354,640,240
654354,672,160
654354,720,256
654357,288,256
654357,528,512
654357,592,432
654357,752,208
654357,768,816
654360,80,256
654360,272,384
654360,512,464
654360,560,592
654360,576,592
654360,688,144
654363,544,672
654363,544,688
654363,688,272
654363,704,240
654363,784,224
654366,704,144
654366,736,160
654366,752,192
654366,752,240
654366,752,800
654366,800,768
654369,400,384
654369,528,448
654369,544,704
654369,720,240
654369,720,256
654369,752,176
654375,576,368
654375,720,176
654378,432,416
654378,464,432
654378,560,400
654378,640,176
654378,640,208
654378,656,208
654381,368,368
654381,480,640
654381,496,448
654381,720,160
654381,752,176
654384,496,624
654384,640,288
654384,672,224
654384,688,192
654387,192,336
654387,464,368
654387,736,160
654387,848,800
654390,256,336
654390,352,352
654390,528,592
654390,624,256
654390,704,192
654390,720,208
654390,720,256
654393,704,256
654393,736,208
654393,752,224
654396,96,400
654396,448,416
654396,496,496
654396,496,560
654396,528,544
654396,528,592
654399,544,624
654399,672,272
654399,704,224
654402,480,464
654402,512,432
654402,672,144
654402,688,224
654402,720,160
654402,720,240
654402,720,768
654405,224,112
654405,448,400
654405,512,400
654405,528,480
654405,672,176
654405,704,208
654405,752,224
654405,752,240
654408,368,352
654408,512,368
654408,544,368
654408,544,544
654408,672,176
654411,464,592
654411,576,432
654414,656,144
654414,688,224
654414,720,240
654414,736,272
654414,1088,704
654417,32,496
654417,256,128
654417,480,592
654417,496,416
654417,624,192
654417,688,144
654417,688,176
654417,704,240
654417,784,208
654420,208,144
654420,320,320
654420,640,176
654420,688,288
654420,752,208
654420,768,224
654420,1024,672
654423,512,368
654423,528,496
654423,640,240
654423,672,256
654423,688,144
654423,720,160
654423,752,192
654426,224,368
654426,480,416
654426,544,368
654426,544,512
654426,560,400
654426,560,464
654426,624,240
654426,704,144
654426,704,208
654429,480,400
654429,512,608
654429,624,160
654429,656,144
654429,656,256
654429,672,160
654429,704,160
654429,720,192
654429,736,192
654429,736,208
654432,64,384
654432,112,208
654432,144,192
654432,176,320
654432,272,304
654432,544,560
654432,592,432
654432,672,288
654432,688,256
654432,720,224
654432,736,208
654432,768,224
654435,48,528
654435,480,480
654435,512,464
654435,544,384
654435,544,560
654435,640,128
654435,656,208
654435,688,256
654435,720,176
654435,736,192
654435,784,800
654438,464,400
654438,528,400
654438,528,464
654438,592,416
654438,624,176
654438,656,224
654438,672,128
654438,688,256
654438,720,240
654438,768,224
654438,784,848
654441,544,592
654441,576,480
654441,592,400
654441,624,112
654441,624,144
654441,624,192
654441,640,128
654441,688,208
654441,720,240
654441,736,224
654441,784,192
654444,336,304
654444,448,368
654444,464,400
654444,560,448
654444,576,464
654444,576,496
654444,640,176
654444,688,128
654444,688,144
654444,704,176
654444,720,160
654444,720,256
654447,496,608
654447,528,496
654447,752,224
654450,464,400
654450,480,384
654450,496,368
654450,544,432
654450,544,496
654450,640,208
654450,672,208
654450,688,208
654450,720,208
654450,736,176
654450,752,224
654453,288,352
654453,288,384
654453,304,336
654453,480,384
654453,480,464
654453,496,384
654453,512,368
654453,528,432
654453,544,512
654453,544,544
654453,576,368
654453,576,544
654453,624,176
654453,640,112
654453,656,192
654453,672,160
654453,672,192
654453,688,192
654453,736,256
654453,1072,688
654456,112,208
654456,208,160
654456,448,400
654456,528,528
654456,560,480
654456,576,384
654456,688,224
654456,720,208
654456,736,256
654456,784,800
654456,1088,656
654459,176,320
654459,352,384
654459,464,384
654459,544,608
654459,624,256
654459,640,144
654459,656,128
654459,656,224
654462,176,272
654462,320,384
654462,384,368
654462,464,416
654462,464,528
654462,528,480
654462,640,288
654462,688,160
654462,720,176
654462,736,240
654462,752,176
654462,800,864
654465,128,192
654465,192,352
654465,256,336
654465,304,352
654465,336,304
654465,432,416
654465,496,528
654465,528,416
654465,640,128
654465,640,176
654465,640,224
654465,656,144
654465,656,160
654465,656,208
654465,688,128
654465,800,848
654465,1008,736
654465,1072,640
654465,1072,672
654468,208,256
654468,288,304
654468,512,624
654468,544,528
654468,672,208
654468,672,240
654468,720,176
654468,752,768
654471,160,176
654471,192,336
654471,288,144
654471,288,368
654471,368,384
654471,496,416
654471,688,144
654471,720,272
654471,736,160
654471,736,240
654471,1056,640
654474,704,272
654474,736,208
654474,736,224
654477,304,336
654477,448,368
654477,464,368
654477,464,528
654477,480,384
654477,528,464
654477,640,176
654477,800,816
654480,272,352
654480,288,304
654480,304,352
654480,656,256
654480,656,288
654480,672,192
654480,688,256
654480,704,160
654480,752,208
654483,224,336
654483,272,192
654483,272,208
654483,432,384
654483,640,208
654483,672,208
654483,816,832
654483,1056,656
654486,208,384
654486,240,240
654486,272,336
654486,336,352
654486,336,368
654486,544,448
654486,624,224
654486,640,128
654486,640,176
654486,672,176
654486,672,240
654486,704,160
654486,704,240
654486,784,848
654486,800,784
654486,1056,704
654489,128,288
654489,304,368
654489,448,368
654489,448,400
654489,624,144
654489,640,144
654489,720,160
654489,720,256
654489,1088,704
654492,112,240
654492,224,320
654492,304,224
654492,304,336
654492,336,352
654492,336,384
654492,464,496
654492,544,656
654492,704,240
654492,720,256
654492,800,832
654492,992,736
654492,1056,672
654495,96,496
654495,112,384
654495,240,352
654495,272,336
654495,288,288
654495,288,336
654495,304,272
654495,624,128
654495,640,208
654495,720,192
654495,736,240
654495,752,768
654495,864,768
654495,1072,656
654498,112,416
654498,128,384
654498,144,400
654498,160,272
654498,224,336
654498,304,192
654498,304,240
654498,320,336
654498,320,384
654498,1056,640
654501,64,384
654501,144,384
654501,192,304
654501,208,224
654501,208,240
654501,208,352
654501,240,384
654501,256,288
654501,256,368
654501,320,352
654501,480,384
654501,624,192
654501,688,144
654501,688,208
654501,736,240
654501,816,832
654504,80,384
654504,128,320
654504,128,352
654504,160,208
654504,192,192
654504,224,256
654504,224,272
654504,240,272
654504,240,336
654504,288,192
654504,288,224
654504,288,256
654504,512,560
654504,720,784
654504,736,208
654507,64,432
654507,144,224
654507,176,160
654507,208,352
654507,256,192
654507,304,368
654507,464,496
654507,624,144
654507,688,160
654507,736,160
654507,784,816
654510,144,192
654510,160,240
654510,192,368
654510,256,240
654510,336,368
654510,544,592
654510,624,224
654510,720,240
654510,800,848
654510,816,768
654510,816,816
654510,848,800
654513,144,176
654513,176,208
654513,192,320
654513,224,320
654513,224,384
654513,240,336
654513,240,352
654513,256,384
654513,272,256
654513,272,352
654513,288,368
654513,352,336
654513,528,368
654513,528,656
654513,656,192
654513,672,288
654513,736,272
654513,768,192
654513,784,768
654513,832,832
654513,1088,704
654516,160,256
654516,176,112
654516,256,160
654516,320,368
654516,464,400
654516,512,368
654516,576,608
654516,592,672
654516,736,256
654516,752,768
654516,752,816
654516,848,768
654519,128,384
654519,160,208
654519,176,384
654519,192,272
654519,192,304
654519,208,208
654519,208,384
654519,224,368
654519,240,368
654519,256,352
654519,320,368
654519,464,416
654519,480,576
654519,624,208
654519,672,208
654519,672,240
654522,80,336
654522,96,432
654522,96,480
654522,160,288
